state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
CA,corrections,31058,0.17,177958979,0.13,1713,0.25,3251428,0.33,158746,0.4,31956,0.18,32771,0.17,181210407,0.12,2010
CA,highways,19609,0.49,115467998,0.52,1183,0.16,2161092,0.2,115663,0.2,20266,0.49,20792,0.46,117629090,0.51,2010
CA,air transportation,7253,0.12,44565852,0.11,458,0.22,1026984,0.09,50805,0.11,7540,0.14,7711,0.11,45592836,0.11,2010
CA,water transport and terminals,2262,1.08,15535534,0.89,170,0.04,300268,0.06,14269,0.02,2342,1.04,2432,1,15835802,0.87,2010
CA,public welfare,62809,0.16,296176069,0.15,3255,0.3,5571519,0.34,297652,0.28,64498,0.16,66064,0.15,301747588,0.15,2010
CA,health,41912,0.27,236353524,0.24,5763,0.85,13624871,0.81,441610,1.02,44415,0.31,47675,0.26,249978395,0.23,2010
CA,hospitals,59835,1.26,359576293,0.94,17473,0.74,55580621,0.81,1704684,1.22,69607,1.24,77308,0.99,415156914,0.82,2010
CA,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CA,solid waste management,8377,0.71,42351276,0.58,561,0.42,1094651,0.43,65760,0.44,8756,0.72,8938,0.67,43445927,0.57,2010
CA,sewerage,14040,0.64,87208352,0.68,439,0.51,714427,0.21,30706,0.32,14217,0.64,14479,0.62,87922779,0.67,2010
CA,parks and recreation,19749,0.68,99998574,0.67,35408,0.7,32970092,0.47,2465637,0.5,33693,0.48,55157,0.51,132968666,0.52,2010
CA,housing and community development,11717,1.34,66284228,1.04,1023,0.42,1809081,0.33,99861,0.35,12289,1.3,12740,1.23,68093309,1.01,2010
CA,natural resources,7571,0.7,40971105,0.8,654,0.21,867374,0.12,52960,0.23,7872,0.66,8225,0.65,41838479,0.78,2010
CA,water transport and terminals,24775,0.86,170097417,0.76,1001,1.03,1809729,0.73,86032,1.33,25272,0.86,25776,0.82,171907146,0.75,2010
CA,electric power,11222,0.57,98432521,0.65,344,1.38,1082884,2.48,36290,1.44,11428,0.57,11566,0.55,99515405,0.65,2010
CA,gas supply,273,0.01,1709390,0.01,10,0.01,14956,0.01,1006,0.01,279,0.01,283,0,1724346,0,2010
CA,transit,31968,0.71,163508099,0.67,2524,1.03,4715179,0.84,249633,0.88,33389,0.7,34492,0.66,168223278,0.65,2010
CA,education total,578097,0.31,3050979887,0.32,401384,0.44,495014388,0.37,23873583,0.46,721950,0.31,979481,0.26,3545994275,0.28,2010
CA,education - elementary and secondary total,526354,0.32,2726329263,0.34,309007,0.4,379963970,0.38,20153512,0.46,649014,0.32,835361,0.25,3106293233,0.3,2010
CA,education - elementary and secondary instructional,353679,0.33,2122694854,0.35,158585,0.41,218176861,0.39,10102237,0.52,415041,0.33,512264,0.26,2340871715,0.32,2010
CA,education - elementary and secondary other,172675,0.32,603634409,0.3,150422,0.4,161787109,0.37,10051275,0.4,233973,0.31,323097,0.25,765421518,0.25,2010
CA,education - higher education total,51743,0.2,324650624,0.15,92377,0.54,115050418,0.33,3720071,0.47,72936,0.26,144120,0.35,439701042,0.14,2010
CA,education - higher education instructional,21341,0.27,172928469,0.23,45987,0.45,84614686,0.27,1556017,0.32,30207,0.29,67328,0.32,257543155,0.18,2010
CA,education - higher education other,30402,0.16,151722155,0.06,46390,0.63,30435732,0.5,2164054,0.57,42729,0.24,76792,0.39,182157887,0.1,2010
CA,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CA,libraries,8263,0.72,40932342,0.86,10413,0.85,12758483,0.91,760545,0.8,12578,0.72,18676,0.57,53690825,0.69,2010
CA,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CA,other and unallocable,34557,0.36,198461937,0.34,8721,0.36,13335044,0.31,706278,0.39,38602,0.37,43278,0.3,211796981,0.32,2010
CO,total,175732,0.27,743301170,0.24,61189,0.33,69269758,0.22,4127791,0.3,199300,0.26,236921,0.22,812570928,0.22,2010
CO,financial administration,4596,1.22,22213543,0.93,305,0.91,536084,0.64,29209,0.84,4761,1.23,4901,1.14,22749627,0.91,2010
CO,other government administration,4426,1.56,19938594,1.44,1106,1.24,1120921,1.36,60574,1.1,4776,1.49,5532,1.27,21059515,1.37,2010
CO,judicial and legal,2415,0.33,13049869,0.28,360,0.72,626397,0.65,21421,0.7,2553,0.4,2775,0.3,13676266,0.27,2010
CO,police protection total,13958,1.08,75009266,0.91,700,1.35,873442,1.63,47469,2.12,14222,0.99,14658,1.03,75882708,0.9,2010
CO,police protection - officers,10219,1.14,59125678,0.96,201,3.2,248283,4.3,11541,6.78,10279,1.03,10420,1.12,59373961,0.96,2010
CO,police protection - other,3739,0.9,15883588,0.74,499,0.6,625159,0.57,35928,0.62,3943,0.89,4238,0.8,16508747,0.72,2010
CO,fire protection total,5676,0.93,33800079,0.95,608,3.7,472106,5.47,32484,5.97,5852,1.08,6284,0.91,34272185,0.94,2010
CO,fire protection - firefighters,5192,0.88,30942311,0.89,568,3.63,426091,5.79,30345,6.18,5356,1.03,5760,0.87,31368402,0.88,2010
CO,fire protection - other,484,1.44,2857768,1.59,40,4.7,46015,2.51,2139,3,496,1.64,524,1.38,2903783,1.57,2010
CO,corrections,3293,1,15091595,0.72,94,1.76,156344,1.33,8541,1.42,3342,1.02,3387,0.97,15247939,0.72,2010
CO,highways,4895,1.76,20985490,1.57,146,0.47,243546,0.27,16336,0.37,4987,1.75,5041,1.71,21229036,1.55,2010
CO,air transportation,1354,0.7,6766522,0.64,29,2.88,37431,3.21,2377,2.99,1368,0.68,1383,0.68,6803953,0.64,2010
CO,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CO,public welfare,5930,1.6,21558228,1.26,752,1.33,1401719,0.67,71525,1.14,6337,1.54,6682,1.43,22959947,1.18,2010
CO,health,3358,1.7,15482581,1.87,1708,4.5,3065152,1.32,122471,3.51,4050,1.61,5066,1.89,18547733,1.57,2010
CO,hospitals,8465,0.82,40330513,0.75,3445,1.26,9576283,0.78,334456,1.54,10371,0.83,11910,0.69,49906796,0.63,2010
CO,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CO,solid waste management,699,1.87,2435742,1.62,39,1.17,52205,0.63,2742,1.08,714,1.83,738,1.77,2487947,1.59,2010
CO,sewerage,2330,1.14,11469330,0.88,65,0.1,102920,0.02,6015,0.02,2365,1.12,2395,1.11,11572250,0.87,2010
CO,parks and recreation,4344,0.92,18791921,0.86,8253,1.84,4991651,1.43,414953,1.56,6686,1.26,12597,1.25,23783572,0.74,2010
CO,housing and community development,1971,2.55,9040138,2.11,454,1.15,538538,1.39,33312,0.66,2160,2.55,2425,2.08,9578676,1.99,2010
CO,natural resources,704,1.42,3434766,2.57,90,2.29,157157,2.21,8374,1.75,751,1.87,794,1.29,3591923,2.46,2010
CO,water transport and terminals,4229,1.13,22749272,0.99,538,0.79,476341,0.64,23839,0.59,4364,1.1,4767,1.01,23225613,0.97,2010
CO,electric power,1671,1.27,10747598,1.05,47,1.03,73045,1.14,4015,2.1,1694,1.27,1718,1.23,10820643,1.04,2010
CO,gas supply,278,0.01,1690681,0.01,0,0.01,0,0.01,0,0.01,278,0.01,278,0,1690681,0,2010
CO,transit,2978,0.01,9253419,0,198,0.51,289605,0.4,21240,0.81,3100,0.03,3176,0.03,9543024,0.01,2010
CO,education total,90923,0.58,338042264,0.53,36914,0.34,38704179,0.31,2439473,0.43,104978,0.54,127837,0.42,376746443,0.47,2010
CO,education - elementary and secondary total,90016,0.59,334317741,0.53,35491,0.35,37477577,0.32,2377866,0.44,103724,0.54,125507,0.43,371795318,0.48,2010
CO,education - elementary and secondary instructional,65730,0.59,266916767,0.54,20643,0.34,22910643,0.29,1368299,0.34,73636,0.55,86373,0.45,289827410,0.5,2010
CO,education - elementary and secondary other,24286,0.58,67400974,0.51,14848,0.37,14566934,0.36,1009567,0.59,30088,0.54,39134,0.39,81967908,0.42,2010
CO,education - higher education total,907,0.01,3724523,0.01,1423,0.01,1226602,0.01,61607,0.01,1254,0.01,2330,0,4951125,0,2010
CO,education - higher education instructional,329,0.01,1433471,0.01,1110,0.01,1035200,0.01,43510,0.01,574,0.01,1439,0,2468671,0,2010
CO,education - higher education other,578,0.01,2291052,0.01,313,0.01,191402,0.01,18097,0.01,680,0.01,891,0,2482454,0,2010
CO,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CO,libraries,1520,1.84,5894354,1.74,2304,1.7,2668839,1.39,186607,1.16,2572,1.62,3824,1.26,8563193,1.28,2010
CO,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CO,other and unallocable,5719,0.89,25525405,0.67,3034,0.6,3105853,0.68,240358,0.65,7019,0.9,8753,0.62,28631258,0.6,2010
CT,total,111113,1.32,562568682,1.34,34055,1.18,38394589,1.13,2132804,1.49,122629,1.29,145168,1.05,600963271,1.26,2010
CT,financial administration,2254,2.03,11557821,2.13,601,4.21,694337,8,31273,7.65,2452,1.7,2855,1.83,12252158,2.06,2010
CT,other government administration,1907,2.14,9504831,2.16,595,5.71,942021,5.44,42379,5.17,2169,2.06,2502,2.12,10446852,2.03,2010
CT,judicial and legal,171,0.01,1077751,0.39,17,0.01,36011,0.01,1537,0.01,180,0.01,188,0,1113762,0.38,2010
CT,police protection total,8111,2.05,51850663,1.91,1464,2.72,1680387,4.05,81978,3.8,8590,2.13,9575,1.78,53531050,1.85,2010
CT,police protection - officers,7005,1.99,47079321,1.87,235,3.02,199864,6.08,10791,5.22,7073,2.04,7240,1.93,47279185,1.86,2010
CT,police protection - other,1106,2.38,4771342,2.29,1229,2.66,1480523,3.77,71187,3.58,1517,2.55,2335,1.8,6251865,1.96,2010
CT,fire protection total,4418,1.46,27979134,1.36,739,5.57,495750,7.32,27109,7.51,4606,1.77,5157,1.48,28474884,1.35,2010
CT,fire protection - firefighters,4146,1.42,26670378,1.34,485,6.55,290285,10.09,16347,10.43,4263,1.72,4631,1.44,26960663,1.33,2010
CT,fire protection - other,272,2.13,1308756,1.89,254,3.72,205465,3.42,10762,3.08,343,2.43,526,2.11,1514221,1.7,2010
CT,corrections,0,0.01,0,0.01,1,0.01,717,0.01,21,0.01,0,0.01,1,0,717,0,2010
CT,highways,3403,2.21,16626466,2.46,205,1.1,243428,1.3,15031,1.34,3493,2.17,3608,2.09,16869894,2.43,2010
CT,air transportation,19,0.01,80680,0.01,0,0.01,0,0.01,0,0.01,19,0.01,19,0,80680,0,2010
CT,water transport and terminals,3,0.01,14418,0.01,1,0.01,3986,0.01,58,0.01,3,0.01,4,0,18404,0,2010
CT,public welfare,1115,2.21,4893770,2.32,1229,2.36,1820585,2.29,104880,2.14,1736,2.06,2344,1.63,6714355,1.8,2010
CT,health,1011,2.72,5073525,2.64,603,6.72,839414,11,28335,17.89,1195,4.48,1614,3.03,5912939,2.75,2010
CT,hospitals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CT,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CT,solid waste management,1037,1.57,5464244,1.23,124,5.1,139064,4.73,7993,4.65,1085,1.79,1161,1.5,5603308,1.2,2010
CT,sewerage,1123,2.29,6028548,2.34,11,1.14,29388,1.07,1076,1.31,1129,2.31,1134,2.27,6057936,2.33,2010
CT,parks and recreation,1237,2.6,5653096,2.65,2384,6.66,1342412,5.9,97603,7.23,1809,4.36,3621,4.47,6995508,2.42,2010
CT,housing and community development,1373,2.78,6397065,2.82,320,3.02,338745,2.66,20143,3.19,1497,2.84,1693,2.33,6735810,2.68,2010
CT,natural resources,38,1.86,215098,1.35,5,14.14,11735,15.98,653,15.7,42,1.47,43,2.33,226833,1.52,2010
CT,water transport and terminals,942,1.64,5176792,1.59,8,0.01,13110,0.01,462,0.01,945,1.64,950,1.63,5189902,1.59,2010
CT,electric power,236,8.97,1610329,6.2,5,21.18,9929,27.42,450,27.46,239,9.45,241,8.8,1620258,6.16,2010
CT,gas supply,45,0.01,273600,0.01,1,0.01,154,0.01,19,0.01,45,0.01,46,0,273754,0,2010
CT,transit,730,0.78,2567230,1.39,182,1.05,294284,1.22,15586,1.51,828,0.89,912,0.66,2861514,1.25,2010
CT,education total,79431,2.29,388748599,2.25,22752,2.17,26821767,1.98,1497352,2.63,87187,2.27,102183,1.84,415570366,2.11,2010
CT,education - elementary and secondary total,79431,2.29,388748599,2.25,22752,2.17,26821767,1.98,1497352,2.63,87187,2.27,102183,1.84,415570366,2.11,2010
CT,education - elementary and secondary instructional,62076,2.23,331887887,2.2,12119,2.46,16453194,2.16,864920,3.16,66105,2.24,74195,1.91,348341081,2.1,2010
CT,education - elementary and secondary other,17355,2.51,56860712,2.58,10633,1.84,10368573,1.7,632432,1.92,21082,2.34,27988,1.7,67229285,2.2,2010
CT,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CT,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CT,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CT,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CT,libraries,1114,2.4,4897280,2.36,1613,1.93,1621883,3.27,106238,2.89,1747,2.22,2727,1.51,6519163,1.95,2010
CT,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
CT,other and unallocable,1395,3.66,6877742,3.55,1195,3.51,1015482,4.89,52628,4.41,1633,3.8,2590,2.55,7893224,3.15,2010
DE,total,20013,0.38,89730180,0.43,5655,0.65,6013707,0.35,477435,0.17,22872,0.35,25668,0.33,95743887,0.4,2010
DE,financial administration,477,0.48,2037606,0.43,25,0.51,21885,0.84,1514,0.64,486,0.46,502,0.45,2059491,0.43,2010
DE,other government administration,552,0.56,2557716,0.61,76,0.53,56337,1.54,2535,2.4,567,0.51,628,0.5,2614053,0.6,2010
DE,judicial and legal,68,0.01,306714,0.01,10,0.01,19891,0.01,889,0.01,73,0.01,78,0,326605,0,2010
DE,police protection total,1455,0.91,7599212,0.67,192,0.8,229565,0.44,18573,0.49,1562,0.87,1647,0.81,7828777,0.65,2010
DE,police protection - officers,1275,0.92,7032809,0.67,17,6.49,6732,10.44,535,9.74,1280,0.94,1292,0.91,7039541,0.67,2010
DE,police protection - other,180,0.86,566403,0.7,175,0.24,222833,0.14,18038,0.21,282,0.56,355,0.45,789236,0.5,2010
DE,fire protection total,182,0.01,1007481,0.01,4,0.01,3246,0.01,341,0.01,184,0.01,186,0,1010727,0,2010
DE,fire protection - firefighters,171,0.01,964350,0.01,0,0.01,0,0.01,0,0.01,171,0.01,171,0,964350,0,2010
DE,fire protection - other,11,0.01,43131,0.01,4,0.01,3246,0.01,341,0.01,13,0.01,15,0,46377,0,2010
DE,corrections,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,highways,541,0.85,1926266,0.8,59,0.01,45925,0.01,3668,0.01,562,0.82,600,0.77,1972191,0.78,2010
DE,air transportation,32,0.01,128930,0.01,7,0.01,8068,0.01,589,0.01,35,0.01,39,0,136998,0,2010
DE,water transport and terminals,139,0.01,633558,0.01,113,0.01,71548,0.01,6002,0.01,173,0.01,252,0,705106,0,2010
DE,public welfare,13,0.01,28160,0.01,16,0.01,13169,0.01,1251,0.01,20,0.01,29,0,41329,0,2010
DE,health,354,0.01,1838757,0.01,24,0.01,39317,0.01,2224,0.01,367,0.01,378,0,1878074,0,2010
DE,hospitals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,solid waste management,104,0.01,399487,0.01,5,0.01,9516,0.01,757,0.01,108,0.01,109,0,409003,0,2010
DE,sewerage,401,0.34,1665449,0.54,3,0.01,5523,0.01,371,0.01,403,0.33,404,0.33,1670972,0.54,2010
DE,parks and recreation,214,0.29,756570,0.23,154,0.2,131793,0.26,10846,0.36,275,0.38,368,0.19,888363,0.2,2010
DE,housing and community development,269,3.76,1107529,2.41,11,0.01,13640,0.01,878,0.01,274,3.69,280,3.61,1121169,2.38,2010
DE,natural resources,1,0.01,5139,0.01,0,0.01,0,0.01,0,0.01,1,0.01,1,0,5139,0,2010
DE,water transport and terminals,165,1.01,580466,1.16,8,0.01,11687,0.01,864,0.01,171,0.97,173,0.96,592153,1.14,2010
DE,electric power,134,0.01,681021,0.01,1,0.01,1123,0.01,108,0.01,135,0.01,135,0,682144,0,2010
DE,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,transit,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,education total,14355,0.59,64471871,0.72,4560,0.93,4966406,0.51,397420,0.23,16755,0.53,18915,0.5,69438277,0.67,2010
DE,education - elementary and secondary total,14355,0.59,64471871,0.72,4560,0.93,4966406,0.51,397420,0.23,16755,0.53,18915,0.5,69438277,0.67,2010
DE,education - elementary and secondary instructional,11009,0.66,51025044,0.72,1823,1.98,2295472,0.87,122381,0.62,11752,0.66,12832,0.63,53320516,0.69,2010
DE,education - elementary and secondary other,3346,0.34,13446827,0.69,2737,0.23,2670934,0.19,275039,0.05,5003,0.24,6083,0.21,16117761,0.58,2010
DE,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,libraries,166,1.31,599794,0.91,301,1.29,234946,1.92,20166,1.04,282,1.04,467,0.95,834740,0.85,2010
DE,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DE,other and unallocable,391,0.47,1398454,0.55,86,0.33,130122,0.3,8439,0.3,439,0.47,477,0.39,1528576,0.5,2010
DC,total,42695,0.01,251913274,0.01,2535,0.01,4845698,0.01,220880,0.01,43945,0.01,45230,0,256758972,0,2010
DC,financial administration,1936,0.01,13670536,0.01,0,0.01,0,0.01,0,0.01,1936,0.01,1936,0,13670536,0,2010
DC,other government administration,1308,0.01,7650276,0.01,31,0.01,80579,0.01,3520,0.01,1328,0.01,1339,0,7730855,0,2010
DC,judicial and legal,2418,0.01,14251852,0.01,20,0.01,109108,0.01,2730,0.01,2433,0.01,2438,0,14360960,0,2010
DC,police protection total,4690,0.01,32239505,0.01,0,0.01,0,0.01,0,0.01,4690,0.01,4690,0,32239505,0,2010
DC,police protection - officers,3998,0.01,28316881,0.01,0,0.01,0,0.01,0,0.01,3998,0.01,3998,0,28316881,0,2010
DC,police protection - other,692,0.01,3922624,0.01,0,0.01,0,0.01,0,0.01,692,0.01,692,0,3922624,0,2010
DC,fire protection total,1886,0.01,11673101,0.01,23,0.01,4408,0.01,418,0.01,1888,0.01,1909,0,11677509,0,2010
DC,fire protection - firefighters,1783,0.01,11019964,0.01,23,0.01,4408,0.01,418,0.01,1785,0.01,1806,0,11024372,0,2010
DC,fire protection - other,103,0.01,653137,0.01,0,0.01,0,0.01,0,0.01,103,0.01,103,0,653137,0,2010
DC,corrections,1366,0.01,7625310,0.01,3,0.01,13330,0.01,399,0.01,1368,0.01,1369,0,7638640,0,2010
DC,highways,792,0.01,4433225,0.01,147,0.01,206630,0.01,15290,0.01,878,0.01,939,0,4639855,0,2010
DC,air transportation,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DC,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DC,public welfare,2093,0.01,12266410,0.01,8,0.01,27310,0.01,1043,0.01,2099,0.01,2101,0,12293720,0,2010
DC,health,763,0.01,4701090,0.01,13,0.01,45000,0.01,1556,0.01,772,0.01,776,0,4746090,0,2010
DC,hospitals,1491,0.01,9295599,0.01,30,0.01,186003,0.01,3646,0.01,1512,0.01,1521,0,9481602,0,2010
DC,social insurance administration,487,0.01,2637392,0.01,0,0.01,0,0.01,0,0.01,487,0.01,487,0,2637392,0,2010
DC,solid waste management,1418,0.01,6225899,0.01,2,0.01,5314,0.01,334,0.01,1420,0.01,1420,0,6231213,0,2010
DC,sewerage,651,0.01,4089112,0.01,0,0.01,0,0.01,0,0.01,651,0.01,651,0,4089112,0,2010
DC,parks and recreation,721,0.01,3141960,0.01,70,0.01,103553,0.01,5934,0.01,755,0.01,791,0,3245513,0,2010
DC,housing and community development,968,0.01,5446418,0.01,2,0.01,4443,0.01,297,0.01,970,0.01,970,0,5450861,0,2010
DC,natural resources,43,0.01,260006,0.01,0,0.01,0,0.01,0,0.01,43,0.01,43,0,260006,0,2010
DC,water transport and terminals,381,0.01,2393250,0.01,0,0.01,0,0.01,0,0.01,381,0.01,381,0,2393250,0,2010
DC,electric power,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DC,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DC,transit,9894,0.01,58616064,0.01,139,0.01,297880,0.01,10725,0.01,9955,0.01,10033,0,58913944,0,2010
DC,education total,8160,0.01,43720800,0.01,1915,0.01,3536086,0.01,164467,0.01,9090,0.01,10075,0,47256886,0,2010
DC,education - elementary and secondary total,7503,0.01,39646382,0.01,1089,0.01,2313378,0.01,126647,0.01,8219,0.01,8592,0,41959760,0,2010
DC,education - elementary and secondary instructional,5736,0.01,31932002,0.01,951,0.01,2091205,0.01,114683,0.01,6384,0.01,6687,0,34023207,0,2010
DC,education - elementary and secondary other,1767,0.01,7714380,0.01,138,0.01,222173,0.01,11964,0.01,1835,0.01,1905,0,7936553,0,2010
DC,education - higher education total,657,0.01,4074418,0.01,826,0.01,1222708,0.01,37820,0.01,871,0.01,1483,0,5297126,0,2010
DC,education - higher education instructional,252,0.01,1753590,0.01,348,0.01,352698,0.01,13920,0.01,331,0.01,600,0,2106288,0,2010
DC,education - higher education other,405,0.01,2320828,0.01,478,0.01,870010,0.01,23900,0.01,540,0.01,883,0,3190838,0,2010
DC,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DC,libraries,382,0.01,1879073,0.01,118,0.01,200046,0.01,9708,0.01,437,0.01,500,0,2079119,0,2010
DC,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
DC,other and unallocable,847,0.01,5696396,0.01,14,0.01,26008,0.01,813,0.01,852,0.01,861,0,5722404,0,2010
FL,total,664379,0.14,2648513214,0.15,139838,0.36,144539773,0.35,10954324,0.3,726604,0.14,804217,0.13,2793052987,0.14,2010
FL,financial administration,16670,0.94,77458702,0.8,416,0.76,729408,0.7,44121,0.75,16919,0.94,17086,0.92,78188110,0.79,2010
FL,other government administration,11591,1.77,54788622,1.55,761,1.8,1014759,1.81,51878,1.54,11885,1.73,12352,1.67,55803381,1.53,2010
FL,judicial and legal,13020,0.97,51472654,0.74,428,0.43,604617,0.24,39992,0.49,13246,1.03,13448,0.93,52077271,0.73,2010
FL,police protection total,59218,0.76,303957037,0.71,5206,0.59,4903469,0.68,363165,0.65,61272,0.75,64424,0.7,308860506,0.7,2010
FL,police protection - officers,39507,0.84,228085083,0.77,450,0.64,672973,0.98,38100,0.74,39722,0.84,39957,0.83,228758056,0.77,2010
FL,police protection - other,19711,0.61,75871954,0.54,4756,0.58,4230496,0.63,325065,0.64,21550,0.59,24467,0.5,80102450,0.51,2010
FL,fire protection total,31019,1.27,178103031,1.22,654,0.54,952131,0.46,57720,0.64,31347,1.28,31673,1.25,179055162,1.22,2010
FL,fire protection - firefighters,27994,1.29,162946399,1.25,460,0.61,598664,0.63,37307,0.85,28207,1.29,28454,1.27,163545063,1.24,2010
