state,government_function,year,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,equivalent_employees,march_pay,total_employees,october_total_pay,total_october_pay,total_march_full_time_and_part_time_employees
CT,elem and sec health and recreation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
CT,elem and sec student employees,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
CT,elem and sec unallocable,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
CT,higher educ instructional,1992,3729,17138369,3281,3561714,158013,4712,NA,NA,NA,NA,20700083,NA,NA
CT,education - higher education other,1992,5714,17248126,8168,4071705,320156,7762,NA,NA,NA,NA,21319831,NA,NA
CT,education - other,1992,2572,7467430,185,281108,18441,2676,NA,NA,NA,NA,7748538,NA,NA
CT,libraries,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
CT,liquor stores,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
CT,other and unallocable,1992,2487,7832667,120,174067,12395,2558,NA,NA,NA,NA,8006734,NA,NA
DE,total,1992,17621,43406506,6764,6044289,425248,20179,NA,NA,NA,NA,49450795,NA,NA
DE,financial administration,1992,630,1336626,35,21224,2940,648,NA,NA,NA,NA,1357850,NA,NA
DE,other government administration,1992,217,514066,42,29384,2390,230,NA,NA,NA,NA,543450,NA,NA
DE,judicial and legal,1992,1180,3105054,20,20360,820,1185,NA,NA,NA,NA,3125414,NA,NA
DE,police protection - officers,1992,501,1797392,0,0,0,501,NA,NA,NA,NA,1797392,NA,NA
DE,police protection - other,1992,225,472238,15,18980,1402,234,NA,NA,NA,NA,491218,NA,NA
DE,corrections,1992,1634,3566638,100,118513,6946,1675,NA,NA,NA,NA,3685151,NA,NA
DE,highways,1992,1334,2769284,80,52402,9800,1390,NA,NA,NA,NA,2821686,NA,NA
DE,air transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,public welfare,1992,1538,3224346,78,90466,6498,1577,NA,NA,NA,NA,3314812,NA,NA
DE,health,1992,1322,3188304,270,168198,20196,1444,NA,NA,NA,NA,3356502,NA,NA
DE,hospitals,1992,2062,3987916,173,198774,19409,2179,NA,NA,NA,NA,4186690,NA,NA
DE,social insurance administration,1992,261,490972,1,1352,104,262,NA,NA,NA,NA,492324,NA,NA
DE,solid waste management,1992,59,147396,4,3812,448,62,NA,NA,NA,NA,151208,NA,NA
DE,sewerage,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,parks and recreation,1992,114,223260,160,97576,16186,205,NA,NA,NA,NA,320836,NA,NA
DE,natural resources,1992,419,987318,99,51734,7358,464,NA,NA,NA,NA,1039052,NA,NA
DE,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,electric power,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,transit,1992,320,792724,31,31831,3507,340,NA,NA,NA,NA,824555,NA,NA
DE,elem and sec school instructional,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,elem and sec sch,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,elem and sec admin - clerical,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,elem and sec oper and maintenance,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,elem and sec cafeteria,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,elem and sec bus transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,elem and sec health and recreation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,elem and sec student employees,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,elem and sec unallocable,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,higher educ instructional,1992,1364,5652806,1901,3533582,146512,2248,NA,NA,NA,NA,9186388,NA,NA
DE,education - higher education other,1992,3140,8081314,3443,1535011,173652,4191,NA,NA,NA,NA,9616325,NA,NA
DE,education - other,1992,228,704076,3,4528,316,231,NA,NA,NA,NA,708604,NA,NA
DE,libraries,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,liquor stores,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
DE,other and unallocable,1992,1073,2364776,309,66562,6764,1113,NA,NA,NA,NA,2431338,NA,NA
FL,total,1992,149537,329274108,38276,25231070,2648303,164498,NA,NA,NA,NA,354505178,NA,NA
FL,financial administration,1992,7736,16437426,256,149162,24382,7873,NA,NA,NA,NA,16586588,NA,NA
FL,other government administration,1992,1781,4617873,246,234685,6981,1821,NA,NA,NA,NA,4852558,NA,NA
FL,judicial and legal,1992,8836,25665431,180,399661,24842,8977,NA,NA,NA,NA,26065092,NA,NA
FL,police protection - officers,1992,2113,6710888,1,219,14,2113,NA,NA,NA,NA,6711107,NA,NA
FL,police protection - other,1992,1646,3142210,62,59820,5624,1678,NA,NA,NA,NA,3202030,NA,NA
FL,corrections,1992,28771,54684673,908,540400,54706,29080,NA,NA,NA,NA,55225073,NA,NA
FL,highways,1992,10394,22515961,1138,1048630,86427,10882,NA,NA,NA,NA,23564591,NA,NA
FL,air transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,water transport and terminals,1992,6,12400,0,0,0,6,NA,NA,NA,NA,12400,NA,NA
FL,public welfare,1992,9582,13470135,617,292416,19530,9692,NA,NA,NA,NA,13762551,NA,NA
FL,health,1992,12063,25554743,1758,2073160,148044,12899,NA,NA,NA,NA,27627903,NA,NA
FL,hospitals,1992,14184,27914453,5412,2066038,278368,15757,NA,NA,NA,NA,29980491,NA,NA
FL,social insurance administration,1992,5586,10410783,22,15774,1848,5596,NA,NA,NA,NA,10426557,NA,NA
FL,solid waste management,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,sewerage,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,parks and recreation,1992,914,1350685,185,105048,22488,1041,NA,NA,NA,NA,1455733,NA,NA
FL,natural resources,1992,5927,13520114,1820,1317566,167598,6873,NA,NA,NA,NA,14837680,NA,NA
FL,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,electric power,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,transit,1992,419,968210,10,5076,864,424,NA,NA,NA,NA,973286,NA,NA
FL,elem and sec school instructional,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,elem and sec sch,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,elem and sec admin - clerical,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,elem and sec oper and maintenance,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,elem and sec cafeteria,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,elem and sec bus transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,elem and sec health and recreation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,elem and sec student employees,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,elem and sec unallocable,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,higher educ instructional,1992,9817,36152637,8480,8138484,576430,13074,NA,NA,NA,NA,44291121,NA,NA
FL,education - higher education other,1992,17181,38172451,16153,8110591,1148958,23673,NA,NA,NA,NA,46283042,NA,NA
FL,education - other,1992,2512,5432606,192,101263,8011,2557,NA,NA,NA,NA,5533869,NA,NA
FL,libraries,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,liquor stores,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
FL,other and unallocable,1992,10069,22540429,836,573077,73188,10482,NA,NA,NA,NA,23113506,NA,NA
GA,total,1992,103485,214734902,23590,19096031,1942877,114464,NA,NA,NA,NA,233830933,NA,NA
GA,financial administration,1992,2587,5516072,8,4314,740,2591,NA,NA,NA,NA,5520386,NA,NA
GA,other government administration,1992,796,1975398,263,246570,13740,873,NA,NA,NA,NA,2221968,NA,NA
GA,judicial and legal,1992,1149,3586096,24,25360,2464,1163,NA,NA,NA,NA,3611456,NA,NA
GA,police protection - officers,1992,1198,3034600,0,0,0,1198,NA,NA,NA,NA,3034600,NA,NA
GA,police protection - other,1992,851,1932946,10,3694,386,853,NA,NA,NA,NA,1936640,NA,NA
GA,corrections,1992,13934,19367408,175,267102,18756,14040,NA,NA,NA,NA,19634510,NA,NA
GA,highways,1992,6187,12533728,3,2374,228,6188,NA,NA,NA,NA,12536102,NA,NA
GA,air transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,water transport and terminals,1992,588,1397792,22,23474,1749,598,NA,NA,NA,NA,1421266,NA,NA
GA,public welfare,1992,7451,15139656,133,134280,13002,7525,NA,NA,NA,NA,15273936,NA,NA
GA,health,1992,13839,23795208,667,760976,67846,14223,NA,NA,NA,NA,24556184,NA,NA
GA,hospitals,1992,14517,26122244,947,1333744,115929,15172,NA,NA,NA,NA,27455988,NA,NA
GA,social insurance administration,1992,1797,4329014,250,223456,23572,1930,NA,NA,NA,NA,4552470,NA,NA
GA,solid waste management,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,sewerage,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,parks and recreation,1992,1383,2594186,1520,836991,188459,2447,NA,NA,NA,NA,3431177,NA,NA
GA,natural resources,1992,3964,9033212,1035,629687,82338,4429,NA,NA,NA,NA,9662899,NA,NA
GA,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,electric power,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,transit,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec school instructional,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec sch,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec admin - clerical,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec oper and maintenance,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec cafeteria,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec bus transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec health and recreation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec student employees,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,elem and sec unallocable,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,higher educ instructional,1992,8599,35973388,6460,7630321,600673,11995,NA,NA,NA,NA,43603709,NA,NA
GA,education - higher education other,1992,16746,29004127,10208,6010385,713833,20779,NA,NA,NA,NA,35014512,NA,NA
GA,education - other,1992,4404,10802147,1394,656830,51156,4694,NA,NA,NA,NA,11458977,NA,NA
GA,libraries,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,liquor stores,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
GA,other and unallocable,1992,3495,8597680,471,306473,48006,3766,NA,NA,NA,NA,8904153,NA,NA
HI,total,1992,46513,118806998,15273,12001216,733397,50657,NA,NA,NA,NA,130808214,NA,NA
HI,financial administration,1992,1013,2581076,1,748,78,1013,NA,NA,NA,NA,2581824,NA,NA
HI,other government administration,1992,501,1515636,211,537198,22223,626,NA,NA,NA,NA,2052834,NA,NA
HI,judicial and legal,1992,2124,5927362,86,133424,6140,2159,NA,NA,NA,NA,6060786,NA,NA
HI,police protection - officers,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,police protection - other,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,corrections,1992,2017,4558412,18,22192,1412,2026,NA,NA,NA,NA,4580604,NA,NA
HI,highways,1992,859,2126512,0,0,0,859,NA,NA,NA,NA,2126512,NA,NA
HI,air transportation,1992,919,1936042,9,650,26,919,NA,NA,NA,NA,1936692,NA,NA
HI,water transport and terminals,1992,186,452994,0,0,0,186,NA,NA,NA,NA,452994,NA,NA
HI,public welfare,1992,1205,2695376,7,7490,540,1208,NA,NA,NA,NA,2702866,NA,NA
HI,health,1992,3313,7560792,80,131722,7404,3355,NA,NA,NA,NA,7692514,NA,NA
HI,hospitals,1992,2734,6279744,140,263342,12508,2804,NA,NA,NA,NA,6543086,NA,NA
HI,social insurance administration,1992,396,999612,11,20242,1220,403,NA,NA,NA,NA,1019854,NA,NA
HI,solid waste management,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,sewerage,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,parks and recreation,1992,166,370946,221,94154,10080,223,NA,NA,NA,NA,465100,NA,NA
HI,natural resources,1992,1468,4009986,309,219972,11640,1534,NA,NA,NA,NA,4229958,NA,NA
HI,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,electric power,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,transit,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,elem and sec school instructional,1992,15035,39227248,4494,3337170,212288,16234,NA,NA,NA,NA,42564418,NA,NA
HI,elem and sec sch,1992,4630,8336942,3266,1315528,151742,5487,NA,NA,NA,NA,9652470,NA,NA
HI,elem and sec admin - clerical,1992,1664,4043710,197,195362,13344,1739,NA,NA,NA,NA,4239072,NA,NA
HI,elem and sec oper and maintenance,1992,1459,1930292,1216,528912,67896,1843,NA,NA,NA,NA,2459204,NA,NA
HI,elem and sec cafeteria,1992,1321,2019676,357,218922,23770,1455,NA,NA,NA,NA,2238598,NA,NA
HI,elem and sec bus transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,elem and sec health and recreation,1992,38,129504,11,1022,72,38,NA,NA,NA,NA,130526,NA,NA
HI,elem and sec student employees,1992,0,0,238,46800,9360,53,NA,NA,NA,NA,46800,NA,NA
HI,elem and sec unallocable,1992,148,213760,1247,324510,37300,359,NA,NA,NA,NA,538270,NA,NA
HI,higher educ instructional,1992,2132,9919948,1922,2913282,110184,2755,NA,NA,NA,NA,12833230,NA,NA
HI,education - higher education other,1992,3335,9810924,4344,2835538,172486,4309,NA,NA,NA,NA,12646462,NA,NA
HI,education - other,1992,135,355382,4,4824,320,137,NA,NA,NA,NA,360206,NA,NA
HI,libraries,1992,577,1240038,72,80116,6186,612,NA,NA,NA,NA,1320154,NA,NA
HI,liquor stores,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
HI,other and unallocable,1992,3768,8902026,78,83624,6920,3808,NA,NA,NA,NA,8985650,NA,NA
ID,total,1992,17355,39294472,8224,4066646,511349,20247,NA,NA,NA,NA,43361118,NA,NA
ID,financial administration,1992,1185,2554833,93,74342,8928,1236,NA,NA,NA,NA,2629175,NA,NA
ID,other government administration,1992,124,295591,187,153755,9317,177,NA,NA,NA,NA,449346,NA,NA
ID,judicial and legal,1992,350,1274087,17,18730,2302,363,NA,NA,NA,NA,1292817,NA,NA
ID,police protection - officers,1992,260,725306,0,0,0,260,NA,NA,NA,NA,725306,NA,NA
ID,police protection - other,1992,167,406880,23,9941,996,173,NA,NA,NA,NA,416821,NA,NA
ID,corrections,1992,1099,2308781,52,56995,7147,1140,NA,NA,NA,NA,2365776,NA,NA
ID,highways,1992,1684,3865690,114,111393,14666,1767,NA,NA,NA,NA,3977083,NA,NA
ID,air transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,public welfare,1992,1461,3091755,233,152035,17936,1562,NA,NA,NA,NA,3243790,NA,NA
ID,health,1992,869,2128978,161,152030,14542,951,NA,NA,NA,NA,2281008,NA,NA
ID,hospitals,1992,942,1955613,145,102457,12644,1013,NA,NA,NA,NA,2058070,NA,NA
ID,social insurance administration,1992,505,1286400,131,158473,19809,617,NA,NA,NA,NA,1444873,NA,NA
ID,solid waste management,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,sewerage,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,parks and recreation,1992,141,288991,57,44712,5588,173,NA,NA,NA,NA,333703,NA,NA
ID,natural resources,1992,1310,3051937,677,497909,62022,1660,NA,NA,NA,NA,3549846,NA,NA
ID,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,electric power,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,transit,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec school instructional,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec sch,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec admin - clerical,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec oper and maintenance,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec cafeteria,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec bus transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec health and recreation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec student employees,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,elem and sec unallocable,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,higher educ instructional,1992,2368,6926290,641,425025,31880,2549,NA,NA,NA,NA,7351315,NA,NA
ID,education - higher education other,1992,3200,5648835,4557,1649456,246012,4590,NA,NA,NA,NA,7298291,NA,NA
ID,education - other,1992,504,1179628,763,256380,32050,685,NA,NA,NA,NA,1436008,NA,NA
ID,libraries,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
ID,liquor stores,1992,98,210822,112,64624,8079,144,NA,NA,NA,NA,275446,NA,NA
ID,other and unallocable,1992,1088,2094055,261,138389,17431,1187,NA,NA,NA,NA,2232444,NA,NA
IL,total,1992,121803,321828029,42379,25170217,2512193,136623,NA,NA,NA,NA,346998246,NA,NA
IL,financial administration,1992,6507,14977737,237,218659,24676,6655,NA,NA,NA,NA,15196396,NA,NA
IL,other government administration,1992,1962,5164004,196,653373,28210,2123,NA,NA,NA,NA,5817377,NA,NA
IL,judicial and legal,1992,2457,10379925,90,82023,6555,2496,NA,NA,NA,NA,10461948,NA,NA
IL,police protection - officers,1992,2272,8102026,0,0,0,2272,NA,NA,NA,NA,8102026,NA,NA
IL,police protection - other,1992,1475,3863332,5,7406,485,1478,NA,NA,NA,NA,3870738,NA,NA
IL,corrections,1992,11778,30005196,33,95804,4620,11806,NA,NA,NA,NA,30101e3,NA,NA
IL,highways,1992,7707,22711780,1210,2124414,206506,8873,NA,NA,NA,NA,24836194,NA,NA
IL,air transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,water transport and terminals,1992,103,320836,3,2524,310,105,NA,NA,NA,NA,323360,NA,NA
IL,public welfare,1992,12600,30505746,13,12622,902,12605,NA,NA,NA,NA,30518368,NA,NA
IL,health,1992,2940,7933188,13,19642,1526,2951,NA,NA,NA,NA,7952830,NA,NA
IL,hospitals,1992,20580,44082024,711,957230,53964,20885,NA,NA,NA,NA,45039254,NA,NA
IL,social insurance administration,1992,3251,8484370,368,695970,55600,3586,NA,NA,NA,NA,9180340,NA,NA
IL,solid waste management,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,sewerage,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,parks and recreation,1992,657,1629892,91,76624,5622,691,NA,NA,NA,NA,1706516,NA,NA
IL,natural resources,1992,3042,8347311,1130,767406,50014,3327,NA,NA,NA,NA,9114717,NA,NA
IL,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,electric power,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,transit,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec school instructional,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec sch,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec admin - clerical,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec oper and maintenance,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec cafeteria,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec bus transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec health and recreation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec student employees,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,elem and sec unallocable,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,higher educ instructional,1992,15989,55671335,9964,6380372,477009,18814,NA,NA,NA,NA,62051707,NA,NA
IL,education - higher education other,1992,18498,43059868,27897,12650489,1550583,27704,NA,NA,NA,NA,55710357,NA,NA
IL,education - other,1992,2883,7551935,81,76155,7232,2926,NA,NA,NA,NA,7628090,NA,NA
IL,libraries,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,liquor stores,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IL,other and unallocable,1992,7102,19037524,337,349504,38379,7326,NA,NA,NA,NA,19387028,NA,NA
IN,total,1992,75658,189626817,39959,38220569,3435156,95157,NA,NA,NA,NA,227847386,NA,NA
IN,financial administration,1992,4356,6887767,19,16547,1908,4367,NA,NA,NA,NA,6904314,NA,NA
IN,other government administration,1992,370,938744,100,57e4,17500,469,NA,NA,NA,NA,1508744,NA,NA
IN,judicial and legal,1992,796,3049252,166,388429,22435,925,NA,NA,NA,NA,3437681,NA,NA
IN,police protection - officers,1992,1085,2826233,0,0,0,1085,NA,NA,NA,NA,2826233,NA,NA
IN,police protection - other,1992,713,1288006,3,2672,313,715,NA,NA,NA,NA,1290678,NA,NA
IN,corrections,1992,6466,11974888,6,6978,554,6470,NA,NA,NA,NA,11981866,NA,NA
IN,highways,1992,4842,9002478,1,576,53,4842,NA,NA,NA,NA,9003054,NA,NA
IN,air transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,water transport and terminals,1992,33,87652,0,0,0,33,NA,NA,NA,NA,87652,NA,NA
IN,public welfare,1992,5332,8845993,80,70341,6892,5372,NA,NA,NA,NA,8916334,NA,NA
IN,health,1992,1749,3726375,4,9936,363,1750,NA,NA,NA,NA,3736311,NA,NA
IN,hospitals,1992,10563,24498881,1279,1863419,199149,11690,NA,NA,NA,NA,26362300,NA,NA
IN,social insurance administration,1992,1587,3085632,229,164153,22729,1724,NA,NA,NA,NA,3249785,NA,NA
IN,solid waste management,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,sewerage,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,parks and recreation,1992,83,139918,32,26820,3073,101,NA,NA,NA,NA,166738,NA,NA
IN,natural resources,1992,2217,5063799,1312,1131914,83700,2700,NA,NA,NA,NA,6195713,NA,NA
IN,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,electric power,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,transit,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec school instructional,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec sch,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec admin - clerical,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec oper and maintenance,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec cafeteria,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec bus transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec health and recreation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec student employees,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,elem and sec unallocable,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,higher educ instructional,1992,9001,38534732,12557,20105460,1740503,18851,NA,NA,NA,NA,58640192,NA,NA
IN,education - higher education other,1992,19544,57075568,22790,12604507,1187135,26302,NA,NA,NA,NA,69680075,NA,NA
IN,education - other,1992,4142,7038150,1357,1219124,146684,4970,NA,NA,NA,NA,8257274,NA,NA
IN,libraries,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,liquor stores,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IN,other and unallocable,1992,2779,5562749,24,39693,2165,2791,NA,NA,NA,NA,5602442,NA,NA
IA,total,1992,39167,113378380,21251,22637366,1448707,47352,NA,NA,NA,NA,136015746,NA,NA
IA,financial administration,1992,1272,3198388,124,148656,16249,1364,NA,NA,NA,NA,3347044,NA,NA
IA,other government administration,1992,520,1417497,25,23380,2437,533,NA,NA,NA,NA,1440877,NA,NA
IA,judicial and legal,1992,1869,5455832,334,428934,41668,2104,NA,NA,NA,NA,5884766,NA,NA
IA,police protection - officers,1992,547,2170273,0,0,0,547,NA,NA,NA,NA,2170273,NA,NA
IA,police protection - other,1992,256,728539,5,7568,709,261,NA,NA,NA,NA,736107,NA,NA
IA,corrections,1992,2031,5313055,92,158570,10732,2091,NA,NA,NA,NA,5471625,NA,NA
IA,highways,1992,2661,6819492,158,155728,18252,2764,NA,NA,NA,NA,6975220,NA,NA
IA,air transportation,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,public welfare,1992,3216,7621144,106,156663,12871,3289,NA,NA,NA,NA,7777807,NA,NA
IA,health,1992,284,811196,19,32132,2428,298,NA,NA,NA,NA,843328,NA,NA
IA,hospitals,1992,7052,17313400,2106,3626516,257663,8508,NA,NA,NA,NA,20939916,NA,NA
IA,social insurance administration,1992,328,939961,7,14092,908,333,NA,NA,NA,NA,954053,NA,NA
IA,solid waste management,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,sewerage,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,parks and recreation,1992,124,304e3,47,30239,4871,152,NA,NA,NA,NA,334239,NA,NA
IA,natural resources,1992,2132,5582577,1397,1691886,129898,2866,NA,NA,NA,NA,7274463,NA,NA
IA,water transport and terminals,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,electric power,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,transit,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,elem and sec school instructional,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,elem and sec sch,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
IA,elem and sec admin - clerical,1992,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA
